gender,total_words,theme,theme_keyword_count,theme_keyword_normalized_term_frequency,theme_cSFIDF,id
men,1148645,Characterization,15921,0.013860679322157846,0.4250808768657079,bootstrap 2
men,1148645,Clothing/Makeup/Appearance ,1813,0.0015783814842705972,0.2344065101205274,bootstrap 2
men,1148645,Drugs and Addiction,7041,0.006129831235934514,0.3717571186334525,bootstrap 2
men,1148645,Emotions,2466,0.0021468774077282363,0.2603005761526805,bootstrap 2
men,1148645,Explicit Reference to Defendant’s Gender ,1695,0.0014756517461878998,0.21773093799350732,bootstrap 2
men,1148645,Figurative/Metaphorical Language,1540,0.0013407101410792717,0.2064624275913517,bootstrap 2
men,1148645,Gender and Gender Roles,7608,0.006623456333331883,0.3450772727433924,bootstrap 2
men,1148645,Immigration,3023,0.0026317965951185964,0.27244146938899527,bootstrap 2
men,1148645,Intimate Partner Relationships,2738,0.002383678159918861,0.266213732574974,bootstrap 2
men,1148645,Mental Health/Mental Disability,16573,0.014428304654614785,0.46017086486073994,bootstrap 2
men,1148645,Parenting Language,39983,0.03480883998102111,0.5266573819304038,bootstrap 2
men,1148645,Racial Tropes,2118,0.001843911739484349,0.2421576850818285,bootstrap 2
men,1148645,Religion ,1702,0.0014817458831928054,0.2288753410584256,bootstrap 2
men,1148645,Sexual Language,5621,0.004893592014939342,0.3272368308208827,bootstrap 2
men,1148645,Sexuality,138,0.00012014155809671396,0.08796671882348475,bootstrap 2
men,1148645,Socioeconomic Status/Spending/Poverty,2022,0.0017603350034170696,0.23227413663205937,bootstrap 2
men,1148645,Testimony re Gender-Based Violence ,4295,0.0037391883480100466,0.3101283504734736,bootstrap 2
men,1148645,Women’s Non-Domestic Work,2632,0.002291395513844573,0.26229275122960605,bootstrap 2
women,2788682,Characterization,38782,0.013906928075700277,0.4257894672669262,bootstrap 2
women,2788682,Clothing/Makeup/Appearance ,3594,0.0012887808649390644,0.2118132967998359,bootstrap 2
women,2788682,Drugs and Addiction,10170,0.0036468840835921774,0.2867451059084322,bootstrap 2
women,2788682,Emotions,4711,0.001689328507158579,0.2309024610739781,bootstrap 2
women,2788682,Explicit Reference to Defendant’s Gender ,5130,0.0018395786970332223,0.24310136160205173,bootstrap 2
women,2788682,Figurative/Metaphorical Language,5489,0.0019683133465916874,0.25016163169183125,bootstrap 2
women,2788682,Gender and Gender Roles,21168,0.007590682623547611,0.36941492266936343,bootstrap 2
women,2788682,Immigration,6748,0.0024197811008928234,0.2612372442517384,bootstrap 2
women,2788682,Intimate Partner Relationships,5734,0.0020561684695494147,0.24724982541017262,bootstrap 2
women,2788682,Mental Health/Mental Disability,27070,0.009707094605982325,0.37744710403897574,bootstrap 2
women,2788682,Parenting Language,84425,0.030274158186555513,0.49115598277990935,bootstrap 2
women,2788682,Racial Tropes,4906,0.0017592540131861575,0.2365333958315053,bootstrap 2
women,2788682,Religion ,3463,0.0012418052685820758,0.20952646643047654,bootstrap 2
women,2788682,Sexual Language,12857,0.0046104216974183505,0.31762788577658185,bootstrap 2
women,2788682,Sexuality,506,0.00018144772333310145,0.1081054340198668,bootstrap 2
women,2788682,Socioeconomic Status/Spending/Poverty,5769,0.0020687192014005183,0.2517989790171976,bootstrap 2
women,2788682,Testimony re Gender-Based Violence ,8130,0.002915355712842124,0.27384106453587165,bootstrap 2
women,2788682,Women’s Non-Domestic Work,5615,0.0020134959812556615,0.24587345437074587,bootstrap 2
men,1149020,Characterization,15746,0.013703851978207516,0.4241073036137871,bootstrap 3
men,1149020,Clothing/Makeup/Appearance ,1612,0.0014029346747663227,0.22217029795245494,bootstrap 3
men,1149020,Drugs and Addiction,6670,0.005804946824250231,0.36408747811599707,bootstrap 3
